字段1,字段2,字段3
600209,更多东盟北部湾 ;新型城镇化 ;ST板块 ;三沙 ;土地增值 ;土地流转 ;海南旅游岛 ;聚土地概念 ;元器件 ;海南自贸区,*ST罗顿
"600209,600209,600209,600209,600209,600209,600209",,"*ST罗顿,*ST罗顿,*ST罗顿,*ST罗顿,*ST罗顿,*ST罗顿,*ST罗顿"
000338,更多新型城镇化 ;高端装备 ;LNG动力船 ;MSCI概念 ;柴油发电 ;节能环保 ;低碳 ;融资融券 ;深股通 ;转融券标的 ;新能源整车 ;新能源汽车 ;燃料电池 ;证金持股,潍柴动力
"000338,000338,000338,000338,000338,000338,000338",,"潍柴动力,潍柴动力,潍柴动力,潍柴动力,潍柴动力,潍柴动力,潍柴动力"
300230,更多小米概念 ;特斯拉 ;白马股 ;煤化工 ;长三角一体化,永利股份
"300230,300230,300230,300230,300230,300230",,"永利股份,永利股份,永利股份,永利股份,永利股份,永利股份"
300515,物联网应用层 ;物联网 ;电力物联网 ;养老金持股,三德科技
"300515,300515,300515,300515,300515,300515",,"三德科技,三德科技,三德科技,三德科技,三德科技,三德科技"
002128,更多抗寒 ;中电投合并 ;动力煤 ;抗旱 ;融资融券 ;深股通 ;转融券标的 ;光伏概念 ;有色铝 ;证金持股 ;风电,露天煤业
"002128,002128,002128,002128",,"露天煤业,露天煤业,露天煤业,露天煤业"
600903,天然气,贵州燃气
"600903,600903,600903",,"贵州燃气,贵州燃气,贵州燃气"
600711,更多互联网金融 ;供应链金融 ;沪锡 ;锂电池 ;黄金租赁 ;融资租赁 ;融资融券 ;沪股通 ;铜 ;锌 ;转融券标的 ;钴 ;涉矿 ;中非合作 ;小金属概念 ;黄金概念 ;外资券商影子股,盛屯矿业
"600711,600711,600711,600711,600711,600711,600711,600711,600711,600711,600711,600711,600711,600711,600711",,"盛屯矿业,盛屯矿业,盛屯矿业,盛屯矿业,盛屯矿业,盛屯矿业,盛屯矿业,盛屯矿业,盛屯矿业,盛屯矿业,盛屯矿业,盛屯矿业,盛屯矿业,盛屯矿业,盛屯矿业"
601101,更多稀缺煤 ;融资融券 ;转融券标的 ;煤化工 ;北京国资改革 ;地方国资改革 ;甲醇,昊华能源
601101,,昊华能源
600309,更多国开行 ;岩棉 ;绿色建筑 ;己二酸 ;低碳 ;环渤海 ;融资融券 ;聚碳酸酯 ;沪股通 ;建筑节能 ;转融券标的 ;新材料概念 ;TDI ;MDI ;环氧丙烷 ;乙烯 ;地方国资改革 ;外汇局持股 ;白马股 ;山东国资改革 ;煤化工,万华化学
600309,,万华化学
600861,新零售 ;商超百货 ;北京国资改革 ;地方国资改革,北京城乡
600861,,北京城乡
300093,更多网络视频 ;新能源 ;虚拟现实 ;保障房 ;移动互联网 ;新型城镇化 ;分布式发电 ;建筑节能 ;全息手机 ;幕墙 ;互联网+ ;玻璃,金刚玻璃
"300093,300093,300093,300093",,"金刚玻璃,金刚玻璃,金刚玻璃,金刚玻璃"
600105,更多电子信息 ;量子通信 ;宽带中国 ;光纤 ;网络安全 ;沪股通 ;光纤光缆 ;超导 ;一带一路 ;大数据 ;新基建 ;5G ;长三角一体化,永鼎股份
"600105,600105,600105,600105,600105,600105,600105",,"永鼎股份,永鼎股份,永鼎股份,永鼎股份,永鼎股份,永鼎股份,永鼎股份"
300058,更多参股新三板 ;互联网平台 ;TMT ;文化传媒 ;智能汽车 ;融资融券 ;股权转让 ;深股通 ;广告营销 ;转融券标的 ;服务机器人 ;数字营销 ;Facebook概念 ;大数据 ;机器人概念 ;互联网+ ;年报预增,蓝色光标
"300058,300058,300058,300058,300058,300058,300058,300058,300058,300058,300058,300058,300058",,"蓝色光标,蓝色光标,蓝色光标,蓝色光标,蓝色光标,蓝色光标,蓝色光标,蓝色光标,蓝色光标,蓝色光标,蓝色光标,蓝色光标,蓝色光标"
002008,更多深紫外光 ;智能终端 ;养老概念 ;国家科技大会 ;引力波 ;光纤 ;央视财经50 ;蓝宝石 ;3D打印 ;融资融券 ;全面屏 ;苹果概念 ;深股通 ;转融券标的 ;激光器 ;节能照明 ;MSCI概念 ;锂电池 ;机器人概念 ;OLED设备制造 ;OLED ;白马股 ;宁德时代概念 ;消费电子,大族激光
"002008,002008",,"大族激光,大族激光"
300387,节水灌溉 ;生态农业 ;化肥,富邦股份
"300387,300387,300387",,"富邦股份,富邦股份,富邦股份"
002418,锂电池 ;新能源物流车 ;新能源汽车 ;燃料电池,康盛股份
"002418,002418,002418,002418,002418,002418,002418,002418,002418",,"康盛股份,康盛股份,康盛股份,康盛股份,康盛股份,康盛股份,康盛股份,康盛股份,康盛股份"
600997,更多涉矿 ;动力煤 ;稀缺煤 ;地方国资改革 ;焦炭 ;煤化工 ;甲醇 ;年报预增 ;证金持股,开滦股份
000677,粘胶短纤 ;壳资源,恒天海龙
"000677,000677,000677,000677,000677",,"恒天海龙,恒天海龙,恒天海龙,恒天海龙,恒天海龙"
600015,更多融资融券 ;沪股通 ;转融券标的 ;优先股概念 ;MSCI预期 ;外汇局持股,华夏银行
600015,,华夏银行
600598,更多玉米 ;早籼稻 ;电子商务 ;聚土地概念 ;土地增值 ;普麦 ;振兴东北 ;黄豆 ;强麦 ;粳稻 ;物流电商平台 ;有机食品 ;农业供给侧改革 ;融资融券 ;生态农业 ;沪股通 ;转融券标的 ;贸易战受益股 ;区块链应用 ;大豆 ;土地流转 ;区块链 ;乡村振兴 ;农垦改革 ;农业种植 ;央企国资改革 ;MSCI预期 ;证金持股,北大荒
600598,,北大荒
300600,更多军民融合 ;国产航母 ;成泉资本持股 ;军工 ;高送转,瑞特股份
"300600,300600,300600",,"瑞特股份,瑞特股份,瑞特股份"
300177,更多3D打印 ;卫星导航 ;轨道交通 ;虚拟现实 ;引力波 ;遥感技术 ;VR设备 ;芯片概念 ;地理信息 ;无人驾驶 ;无人机 ;国产软件 ;高送转,中海达
"300177,300177,300177",,"中海达,中海达,中海达"
002951,新股与次新股,金时科技
"002951,002951,002951,002951,002951,002951,002951,002951,002951,002951",,"金时科技,金时科技,金时科技,金时科技,金时科技,金时科技,金时科技,金时科技,金时科技,金时科技"
600355,更多中部崛起 ;数字电视 ;智能电视 ;语音技术 ;电子信息 ;东湖高新园区 ;物联网平台层 ;物联网 ;壳资源 ;新基建 ;OLED,精伦电子
000567,更多三沙 ;海南旅游岛 ;金改 ;土地增值 ;东盟北部湾 ;海南自贸区 ;债转股 ;深股通,海德股份
002839,村镇银行 ;深股通,张家港行
002839,,张家港行
600703,更多激光器 ;智能终端 ;分布式发电 ;节能照明 ;MSCI概念 ;国家大基金持股 ;融资融券 ;沪股通 ;芯片材料 ;光伏概念 ;蓝宝石 ;芯片制造 ;转融券标的 ;芯片概念 ;砷化镓 ;集成电路概念,三安光电
"600703,600703,600703,600703,600703,600703,600703,600703,600703,600703,600703,600703,600703,600703,600703,600703,600703,600703,600703,600703,600703,600703,600703,600703,600703",,"三安光电,三安光电,三安光电,三安光电,三安光电,三安光电,三安光电,三安光电,三安光电,三安光电,三安光电,三安光电,三安光电,三安光电,三安光电,三安光电,三安光电,三安光电,三安光电,三安光电,三安光电,三安光电,三安光电,三安光电,三安光电"
300407,更多铁路基建 ;京津冀一体化 ;雄安新区 ;轨道交通 ;高铁 ;雄安交通,凯发电气
"300407,300407,300407,300407,300407,300407,300407,300407",,"凯发电气,凯发电气,凯发电气,凯发电气,凯发电气,凯发电气,凯发电气,凯发电气"
300330,更多交通一卡通 ;轨道交通 ;物联网感知层 ;物联网 ;地方国资改革 ;上海国资改革 ;国产软件 ;证金持股,华虹计通
300330,,华虹计通
600112,更多黔中经济区 ;融资租赁 ;互联网金融 ;稀有金属 ;智能电网 ;智慧城市 ;辉钼 ;仪电仪表 ;小额贷款 ;高端装备 ;涉矿 ;移动金融 ;参股保险 ;金属镍 ;钼 ;中非合作 ;互联网+ ;小金属概念 ;壳资源,天成控股
"600112,600112,600112,600112",,"天成控股,天成控股,天成控股,天成控股"
000776,更多互联网金融 ;MSCI概念 ;参股新三板 ;互联网券商 ;融资融券 ;深股通 ;转融券标的 ;互联网+ ;机构重仓,广发证券
"000776,000776,000776,000776",,"广发证券,广发证券,广发证券,广发证券"
603131,更多工业4.0 ;新能源汽车 ;工业机器人 ;航天军工 ;军工 ;机器人概念 ;长三角一体化,上海沪工
"603131,603131,603131,603131",,"上海沪工,上海沪工,上海沪工,上海沪工"
601169,更多MSCI概念 ;融资融券 ;沪股通 ;转融券标的 ;优先股概念 ;村镇银行,北京银行
601169,,北京银行
600919,更多MSCI概念 ;融资融券 ;沪股通 ;转融券标的 ;优先股概念,江苏银行
600919,,江苏银行
"000528,000528",,"柳工,柳工"
002211,股权转让,宏达新材
002640,更多SDR概念 ;参股民营银行 ;小额贷款 ;深股通 ;股权转让 ;白马股 ;电子商务 ;跨境电商 ;融资融券 ;转融券标的 ;兜底增持 ;互联网金融 ;年报预增 ;MSCI预期 ;工业大麻,跨境通
"002640,002640,002640,002640,002640,002640,002640,002640,002640,002640,002640,002640,002640,002640,002640,002640,002640,002640,002640,002640,002640,002640,002640,002640,002640,002640,002640,002640,002640,002640,002640,002640,002640,002640,002640,002640,002640,002640,002640,002640,002640,002640,002640,002640,002640,002640,002640",,"跨境通,跨境通,跨境通,跨境通,跨境通,跨境通,跨境通,跨境通,跨境通,跨境通,跨境通,跨境通,跨境通,跨境通,跨境通,跨境通,跨境通,跨境通,跨境通,跨境通,跨境通,跨境通,跨境通,跨境通,跨境通,跨境通,跨境通,跨境通,跨境通,跨境通,跨境通,跨境通,跨境通,跨境通,跨境通,跨境通,跨境通,跨境通,跨境通,跨境通,跨境通,跨境通,跨境通,跨境通,跨境通,跨境通,跨境通"
300044,更多人脸识别 ;在线教育 ;绿色建筑 ;农村电商 ;轨道交通 ;智能建筑 ;乡村振兴 ;PPP概念 ;人工智能 ;服务机器人 ;机器人概念 ;云计算 ;互联网+ ;手机游戏 ;智慧城市 ;无人机 ;大数据,赛为智能
"300044,300044,300044,300044,300044,300044,300044,300044,300044,300044",,"赛为智能,赛为智能,赛为智能,赛为智能,赛为智能,赛为智能,赛为智能,赛为智能,赛为智能,赛为智能"
002201,更多玻璃纤维 ;特种玻璃 ;航空航天 ;新材料概念 ;壳资源,九鼎新材
"002201,002201,002201,002201,002201,002201",,"九鼎新材,九鼎新材,九鼎新材,九鼎新材,九鼎新材,九鼎新材"
002248,更多铁路基建 ;核电 ;煤化工 ;高端装备 ;机器人概念 ;机床制造,华东数控
"002248,002248,002248",,"华东数控,华东数控,华东数控"
300036,更多地下管网 ;无人驾驶 ;国产软件 ;智能交通 ;云服务 ;卫星导航 ;遥感技术 ;物流骨干网 ;深股通 ;地理信息 ;智慧城市 ;数字中国 ;中科院系 ;边缘计算,超图软件
"300036,300036,300036,300036,300036",,"超图软件,超图软件,超图软件,超图软件,超图软件"
600617,更多LNG加气站 ;山西国资改革 ;地方国资改革 ;天然气 ;年报预增 ;机构重仓,国新能源
"600617,600617,600617,600617,600617,600617,600617",,"国新能源,国新能源,国新能源,国新能源,国新能源,国新能源,国新能源"
300328,更多轻型合金 ;WIN升级 ;股权转让 ;新能源汽车 ;新材料概念 ;液态金属 ;5G ;国资驰援 ;特斯拉 ;地方国资改革 ;湖南国资改革 ;华为概念 ;年报预增,宜安科技
"300328,300328,300328,300328",,"宜安科技,宜安科技,宜安科技,宜安科技"
300608,更多移动互联网 ;大数据 ;5G ;区块链 ;人工智能 ;增强现实,思特奇
"300608,300608,300608,300608",,"思特奇,思特奇,思特奇,思特奇"
603661,健康中国 ;小米概念,恒林股份
600188,更多动力煤 ;涉矿 ;抗寒 ;稀缺煤 ;稀缺资源 ;油价上调 ;融资租赁 ;融资融券 ;沪股通 ;村镇银行 ;煤化工 ;转融券标的 ;白马股 ;醋酸 ;山东国资改革 ;地方国资改革 ;甲醇 ;MSCI预期 ;机构重仓,兖州煤业
"600188,600188,600188,600188",,"兖州煤业,兖州煤业,兖州煤业,兖州煤业"
000548,更多交通示范区 ;湖南自贸区 ;长江经济带 ;地方国资改革 ;湖南国资改革,湖南投资
000548,,湖南投资
002295,更多家用电器 ;国家科技大会 ;铜 ;股权转让 ;紫光系,精艺股份
"002295,002295",,"精艺股份,精艺股份"
600516,更多石墨烯手机 ;宝马概念 ;兰新白试验区 ;炭素 ;石灰石 ;锂电池 ;碳纤维 ;融资融券 ;沪股通 ;转融券标的 ;新材料概念 ;炭黑 ;白马股 ;粗苯 ;MSCI概念 ;石墨电极 ;证金持股 ;石墨烯 ;核电,方大炭素
"600516,600516,600516,600516,600516,600516,600516,600516",,"方大炭素,方大炭素,方大炭素,方大炭素,方大炭素,方大炭素,方大炭素,方大炭素"
002386,更多循环经济 ;石墨烯 ;融资租赁 ;增碳剂 ;黑磷 ;钛白粉 ;锂电池 ;扶贫开发 ;聚氯乙烯 ;地方国资改革 ;磷化工 ;PVC ;烧碱 ;年报预增 ;区块链,天原集团
"002386,002386,002386,002386,002386",,"天原集团,天原集团,天原集团,天原集团,天原集团"
000780,动力煤 ;证金持股 ;紫光系,平庄能源
"000780,000780,000780",,"平庄能源,平庄能源,平庄能源"
002807,农村金融 ;深股通,江阴银行
603693,,江苏新能
000831,更多稀土整合 ;电子商务 ;深股通 ;小金属概念 ;稀土永磁 ;央企国资改革 ;年报预增,五矿稀土
000831,,五矿稀土
601899,更多MSCI概念 ;稀缺资源 ;铜冶炼 ;稀有金属 ;融资融券 ;沪股通 ;铜 ;锌 ;转融券标的 ;一带一路 ;钴 ;人民币贬值受益 ;中非合作 ;地方国资改革 ;小金属概念 ;黄金概念 ;证金持股,紫金矿业
601899,,紫金矿业
"002265,002265,002265,002265,002265,002265,002265,002265",,"西仪股份,西仪股份,西仪股份,西仪股份,西仪股份,西仪股份,西仪股份,西仪股份"
603380,汽车电子 ;独角兽概念,易德龙
"603380,603380",,"易德龙,易德龙"
300014,更多新能源 ;移动电源 ;电子烟 ;智能电网 ;安防 ;融资融券 ;深股通 ;锂电制造 ;新能源汽车 ;转融券标的 ;储能 ;锂电池,亿纬锂能
"300014,300014,300014,300014,300014,300014,300014,300014,300014,300014,300014,300014,300014,300014",,"亿纬锂能,亿纬锂能,亿纬锂能,亿纬锂能,亿纬锂能,亿纬锂能,亿纬锂能,亿纬锂能,亿纬锂能,亿纬锂能,亿纬锂能,亿纬锂能,亿纬锂能,亿纬锂能"
002657,更多债转股 ;智慧城市 ;国产软件 ;NFC ;银联 ;二维码识别 ;移动互联网 ;区块链应用 ;互联网银行 ;征信 ;电子商务 ;互联网+ ;区块链 ;移动支付 ;互联网金融,中科金财
"002657,002657,002657,002657,002657,002657,002657,002657,002657,002657",,"中科金财,中科金财,中科金财,中科金财,中科金财,中科金财,中科金财,中科金财,中科金财,中科金财"
002215,更多参股保险 ;生物农药 ;国家科技大会 ;登革热 ;农村电商 ;P2P概念 ;百草枯 ;乡村振兴 ;深股通 ;农村金融 ;互联网金融 ;互联网+ ;工业大麻,诺普信
"002215,002215,002215,002215,002215,002215,002215,002215,002215,002215,002215,002215,002215,002215,002215,002215,002215",,"诺普信,诺普信,诺普信,诺普信,诺普信,诺普信,诺普信,诺普信,诺普信,诺普信,诺普信,诺普信,诺普信,诺普信,诺普信,诺普信,诺普信"
300253,更多互联网保险 ;融资融券 ;医学影像 ;深股通 ;国产软件 ;智慧城市 ;转融券标的 ;医保目录 ;互联网医疗 ;蚂蚁金服概念 ;人工智能 ;健康中国 ;智能医疗 ;互联网+ ;证金持股,卫宁健康
300253,,卫宁健康
603139,中医药 ;医保目录,康惠制药
603139,,康惠制药
002892,--,科力尔
"002892,002892,002892,002892,002892",,"科力尔,科力尔,科力尔,科力尔,科力尔"
"300703,300703,300703,300703,300703,300703,300703,300703,300703",,"创源文化,创源文化,创源文化,创源文化,创源文化,创源文化,创源文化,创源文化,创源文化"
000973,更多新能源 ;低碳 ;特斯拉 ;体感3D ;跨境电商 ;三旧改造 ;OLED ;分离膜 ;新材料概念 ;物流骨干网 ;线型 ;融资融券 ;锂电隔膜 ;转融券标的 ;地方国资改革 ;OLED材料 ;锂电池 ;证金持股 ;广东国资改革 ;煤化工,佛塑科技
000973,,佛塑科技
000150,更多智能医疗 ;健康中国 ;深股通 ;中医药 ;互联网+ ;民营医院 ;互联网医疗 ;养老概念,宜华健康
"000150,000150,000150,000150,000150,000150,000150,000150,000150,000150,000150,000150,000150",,"宜华健康,宜华健康,宜华健康,宜华健康,宜华健康,宜华健康,宜华健康,宜华健康,宜华健康,宜华健康,宜华健康,宜华健康,宜华健康"
600433,更多高岭土概念 ;三旧改造 ;东盟北部湾 ;人民币防伪 ;人民币升值 ;造纸转暖 ;新版人民币 ;融资融券 ;诚通系 ;转融券标的 ;纸浆 ;央企国资改革 ;年报预增,冠豪高新
"600433,600433",,"冠豪高新,冠豪高新"
600212,胶合板 ;铝材加工 ;股权转让 ;央企国资改革,江泉实业
"600212,600212,600212,600212",,"江泉实业,江泉实业,江泉实业,江泉实业"
603636,更多PPP概念 ;电子政务 ;互联网+ ;大数据 ;智慧城市 ;共享经济 ;数字中国 ;网络安全 ;年报预增 ;蚂蚁金服概念 ;科创板预期 ;国产软件 ;区块链,南威软件
"603636,603636,603636,603636,603636,603636,603636,603636",,"南威软件,南威软件,南威软件,南威软件,南威软件,南威软件,南威软件,南威软件"
600782,更多鄱阳湖经济区 ;保障房 ;螺纹钢 ;沪股通 ;融资融券 ;转融券标的 ;年报预增 ;MSCI预期 ;宝能系,新钢股份
600782,,新钢股份
600735,更多青岛自贸区 ;中韩自贸区 ;养老地产 ;老龄化 ;外贸 ;养老概念 ;期货概念 ;石墨烯,新华锦
"600735,600735,600735,600735,600735",,"新华锦,新华锦,新华锦,新华锦,新华锦"
002920,更多智能汽车 ;汽车电子 ;车联网 ;深股通 ;北汽新能源 ;蔚来汽车概念 ;广东国资改革 ;地方国资改革 ;无人驾驶 ;百度概念 ;白马股,德赛西威
"002920,002920",,"德赛西威,德赛西威"
000066,更多光伏概念 ;触摸屏 ;电子信息 ;车联网 ;TMT ;数字货币 ;深股通 ;挖矿设备 ;智慧城市 ;大数据 ;人工智能 ;谷歌概念 ;国改双百行动 ;军民融合 ;军工 ;云计算 ;区块链 ;网络安全 ;央企国资改革 ;海工装备 ;互联网医疗 ;MSCI预期,中国长城
"000066,000066,000066,000066",,"中国长城,中国长城,中国长城,中国长城"
600123,更多动力煤 ;低碳 ;太阳能 ;稀缺资源 ;稀缺煤 ;融资融券 ;沪股通 ;转融券标的 ;煤化工 ;车用尿素 ;地方国资改革 ;甲醇,兰花科创
600123,,兰花科创
002615,小额贷款 ;民营金融 ;浦东新区 ;迪士尼,哈尔斯
"002615,002615,002615,002615",,"哈尔斯,哈尔斯,哈尔斯,哈尔斯"
000955,更多三沙 ;口罩 ;军民融合 ;埃博拉概念 ;海南旅游岛 ;股权转让 ;健康中国 ;中医药 ;海南自贸区 ;壳资源 ;自由贸易港 ;工业大麻,欣龙控股
"000955,000955,000955,000955",,"欣龙控股,欣龙控股,欣龙控股,欣龙控股"
000751,更多锌电池 ;振兴东北 ;稀有金属 ;锌 ;铟 ;铜冶炼 ;参股保险 ;钴 ;小金属概念 ;证金持股,锌业股份
000751,,锌业股份
600518,更多融资租赁 ;MSCI概念 ;医疗改革 ;参股基金 ;融资融券 ;儿童医药医疗 ;沪股通 ;转融券标的 ;贸易战受益股 ;医保目录 ;冬虫夏草 ;人参 ;养老概念 ;中医药 ;健康中国 ;优先股概念 ;互联网+ ;医疗器械概念 ;证金持股 ;互联网医疗 ;民营医院 ;流感,康美药业
"600518,600518,600518,600518,600518,600518,600518,600518,600518",,"康美药业,康美药业,康美药业,康美药业,康美药业,康美药业,康美药业,康美药业,康美药业"
300153,更多新能源物流车 ;生物质能 ;仪电仪表 ;小额贷款 ;节能环保 ;核电 ;锂电池 ;锂电设备 ;新能源整车 ;新能源汽车 ;华为概念 ;长三角一体化,科泰电源
"300153,300153,300153,300153,300153",,"科泰电源,科泰电源,科泰电源,科泰电源,科泰电源"
300170,更多国产替代 ;网约车 ;大数据反恐 ;腾讯概念 ;融资融券 ;深股通 ;转融券标的 ;大数据 ;供应链金融 ;工业互联网 ;长三角一体化,汉得信息
"300170,300170,300170",,"汉得信息,汉得信息,汉得信息"
601699,更多油价上调 ;MSCI概念 ;稀缺煤 ;动力煤 ;融资融券 ;沪股通 ;转融券标的 ;地方国资改革 ;证金持股 ;山西国资改革 ;机构重仓,潞安环能
"601699,601699",,"潞安环能,潞安环能"
601900,文化传媒 ;平面媒体,南方传媒
"601900,601900",,"南方传媒,南方传媒"
300467,更多网络游戏 ;创投 ;王者荣耀 ;深股通 ;网络直播 ;移动互联网 ;广告营销 ;文化传媒 ;子弹短信 ;手机游戏 ;Facebook概念 ;腾讯概念 ;年报预增,迅游科技
"300467,300467,300467,300467,300467,300467,300467,300467,300467,300467,300467,300467,300467",,"迅游科技,迅游科技,迅游科技,迅游科技,迅游科技,迅游科技,迅游科技,迅游科技,迅游科技,迅游科技,迅游科技,迅游科技,迅游科技"
002119,更多徐翔概念股 ;移动支付 ;黄金暴跌受益 ;芯片概念 ;芯片材料 ;金属镍 ;小金属概念 ;集成电路概念,康强电子
002119,,康强电子
300245,更多电子信息 ;临港地区 ;大数据反恐 ;透明计算 ;马云概念 ;阿里巴巴概念 ;云通信 ;云计算 ;美团概念股 ;大数据 ;长三角一体化,天玑科技
300245,,天玑科技
601866,更多央企控股 ;MSCI概念 ;航运系 ;马云概念 ;上海自贸区 ;融资融券 ;一带一路 ;沪股通 ;转融券标的 ;航运港口 ;融资租赁 ;进口博览会 ;航运概念 ;中远系 ;机构重仓,中远海发
"601866,601866,601866,601866,601866,601866",,"中远海发,中远海发,中远海发,中远海发,中远海发,中远海发"
002918,陶瓷产品 ;白马股 ;养老金持股,蒙娜丽莎
"002918,002918,002918",,"蒙娜丽莎,蒙娜丽莎,蒙娜丽莎"
300641,新材料概念,正丹股份
300641,,正丹股份
002648,更多互联网金融 ;尿不湿 ;丙烷脱氢 ;二胎概念 ;两会 ;融资融券 ;深股通 ;聚丙烯 ;转融券标的 ;白马股 ;丙烯 ;丙烯酸 ;长三角一体化 ;氢能源 ;燃料电池,卫星石化
"002648,002648,002648,002648,002648,002648,002648,002648,002648,002648,002648,002648,002648,002648",,"卫星石化,卫星石化,卫星石化,卫星石化,卫星石化,卫星石化,卫星石化,卫星石化,卫星石化,卫星石化,卫星石化,卫星石化,卫星石化,卫星石化"
000811,更多融资融券 ;转融券标的 ;山东国资改革 ;地方国资改革 ;地热能 ;中韩自贸区 ;冷链物流 ;创投,冰轮环境
"000811,000811,000811,000811,000811",,"冰轮环境,冰轮环境,冰轮环境,冰轮环境,冰轮环境"
601388,更多危废处理 ;节能环保 ;固废处理 ;废品回收 ;再生金属 ;融资融券 ;转融券标的 ;有色铝 ;台湾概念股,怡球资源
601388,,怡球资源
300389,更多节能照明 ;足球概念 ;创投 ;年报预增 ;超清视频,艾比森
"300389,300389,300389,300389,300389",,"艾比森,艾比森,艾比森,艾比森,艾比森"
300184,更多元器件 ;智能穿戴 ;车联网 ;武汉光谷 ;电子商务 ;能源互联网 ;芯片概念 ;物联网 ;深股通 ;独角兽概念 ;5G ;科创板预期 ;电力物联网 ;高送转,力源信息
"300184,300184,300184,300184,300184",,"力源信息,力源信息,力源信息,力源信息,力源信息"
300109,更多抗癌 ;生物医药 ;细胞免疫治疗 ;干细胞 ;抗肿瘤 ;创新药 ;基因测序 ;体外诊断,新开源
"300109,300109,300109,300109,300109,300109,300109,300109,300109,300109,300109,300109",,"新开源,新开源,新开源,新开源,新开源,新开源,新开源,新开源,新开源,新开源,新开源,新开源"
600881,更多保障房 ;循环经济 ;抗癌 ;参股券商 ;中朝贸易区 ;体育产业 ;涉矿 ;融资融券 ;沪股通 ;转融券标的 ;医保目录 ;创新药 ;吉林国资改革 ;地方国资改革 ;水泥 ;足球概念 ;超级真菌,亚泰集团
"600881,600881,600881",,"亚泰集团,亚泰集团,亚泰集团"
600071,更多仪电仪表 ;地沟油概念 ;全息手机 ;食品安全 ;太赫兹 ;物联网 ;鄱阳湖经济区 ;安防 ;贸易战影响股 ;央企国资改革 ;黑洞概念 ;中国电科系,凤凰光学
"600071,600071,600071,600071",,"凤凰光学,凤凰光学,凤凰光学,凤凰光学"
300099,更多煤矿安全 ;空铁WIFI ;军民融合 ;区块链 ;军工 ;燃料电池 ;特高压 ;芯片概念,精准信息
"300099,300099,300099,300099,300099,300099,300099,300099,300099,300099,300099,300099,300099,300099,300099,300099,300099,300099,300099,300099,300099",,"精准信息,精准信息,精准信息,精准信息,精准信息,精准信息,精准信息,精准信息,精准信息,精准信息,精准信息,精准信息,精准信息,精准信息,精准信息,精准信息,精准信息,精准信息,精准信息,精准信息,精准信息"
603688,光纤,石英股份
603688,,石英股份
603386,小米概念,广东骏亚
"603386,603386",,"广东骏亚,广东骏亚"
000822,更多基因测序 ;烧碱 ;海水淡化 ;油品改革 ;食盐 ;溴素 ;深股通 ;白炭黑 ;硫酸钾 ;三聚氰胺 ;硝酸钠,山东海化
"000822,000822",,"山东海化,山东海化"
603316,特色小镇 ;园林开发 ;PPP概念,诚邦股份
"603316,603316,603316",,"诚邦股份,诚邦股份,诚邦股份"
300645,更多在线教育 ;交通一卡通 ;蚂蚁金服概念 ;移动支付 ;高送转 ;国产软件,正元智慧
"300645,300645,300645",,"正元智慧,正元智慧,正元智慧"
300032,更多触摸屏 ;虚拟现实 ;蓝宝石 ;骨传导 ;小米概念 ;智能穿戴 ;消费电子,金龙机电
"300032,300032,300032",,"金龙机电,金龙机电,金龙机电"
002153,更多电子信息 ;MSCI概念 ;融资融券 ;深股通 ;新零售 ;转融券标的 ;移动支付 ;美团概念股 ;电子商务 ;迪士尼 ;国产软件 ;阿里巴巴概念 ;云计算,石基信息
"002153,002153,002153,002153,002153",,"石基信息,石基信息,石基信息,石基信息,石基信息"
002224,更多军民融合 ;新能源汽车 ;橡胶 ;潜水运动 ;海工装备 ;高端装备 ;体育产业 ;量子通信 ;军工 ;MSCI预期,三力士
"002224,002224,002224",,"三力士,三力士,三力士"
000796,更多春运 ;奥运会 ;金改 ;在线旅游 ;移动互联网 ;融资租赁 ;深股通 ;游轮 ;冬奥会 ;体育产业 ;海航系,凯撒旅游
"000796,000796,000796,000796,000796,000796,000796,000796,000796,000796,000796,000796,000796",,"凯撒旅游,凯撒旅游,凯撒旅游,凯撒旅游,凯撒旅游,凯撒旅游,凯撒旅游,凯撒旅游,凯撒旅游,凯撒旅游,凯撒旅游,凯撒旅游,凯撒旅游"
600787,更多物流骨干网 ;天津自贸区 ;小额贷款 ;滨海新区 ;双十一 ;环渤海 ;融资融券 ;沪股通 ;诚通系 ;智能物流 ;转融券标的 ;国改双百行动 ;物流电商平台 ;冷链物流 ;京津冀一体化 ;央企国资改革 ;机构重仓,中储股份
"600787,600787,600787,600787,600787,600787",,"中储股份,中储股份,中储股份,中储股份,中储股份,中储股份"
002473,更多节能环保 ;循环经济 ;家用电器 ;壳资源 ;摘帽,圣莱达
"002473,002473,002473,002473,002473",,"圣莱达,圣莱达,圣莱达,圣莱达,圣莱达"
002243,更多迪士尼 ;食品包装 ;深圳国资改革 ;广东国资改革 ;地方国资改革 ;富勒烯 ;创投 ;年报预增 ;证金持股,通产丽星
"002243,002243,002243,002243",,"通产丽星,通产丽星,通产丽星,通产丽星"
300306,更多人脸识别 ;指纹技术 ;节能照明 ;虹膜识别 ;无人零售 ;移动支付 ;商誉减值,远方信息
"300306,300306,300306,300306",,"远方信息,远方信息,远方信息,远方信息"
600392,更多参股保险 ;低碳 ;融资融券 ;钛 ;转融券标的 ;沪股通 ;小金属概念 ;海南自贸区 ;稀土永磁 ;央企国资改革 ;MSCI预期,盛和资源
