字段3,字段1,字段2
"601777,601777,601777,601777,601777,601777,601777,601777,601777,601777,601777,601777,601777,601777,601777,601777,601777",,"力帆股份,力帆股份,力帆股份,力帆股份,力帆股份,力帆股份,力帆股份,力帆股份,力帆股份,力帆股份,力帆股份,力帆股份,力帆股份,力帆股份,力帆股份,力帆股份,力帆股份"
300214,新材料概念 ;聚氯乙烯 ;股权转让,日科化学
"300214,300214,300214,300214,300214,300214,300214,300214,300214",,"日科化学,日科化学,日科化学,日科化学,日科化学,日科化学,日科化学,日科化学,日科化学"
"002231,002231,002231,002231,002231",,"奥维通信,奥维通信,奥维通信,奥维通信,奥维通信"
"300072,300072,300072,300072,300072,300072,300072,300072,300072,300072,300072,300072,300072,300072,300072,300072,300072,300072,300072,300072,300072,300072,300072,300072,300072,300072,300072,300072",,"三聚环保,三聚环保,三聚环保,三聚环保,三聚环保,三聚环保,三聚环保,三聚环保,三聚环保,三聚环保,三聚环保,三聚环保,三聚环保,三聚环保,三聚环保,三聚环保,三聚环保,三聚环保,三聚环保,三聚环保,三聚环保,三聚环保,三聚环保,三聚环保,三聚环保,三聚环保,三聚环保,三聚环保"
300497,生物医药 ;白马股,富祥股份
"300497,300497,300497,300497,300497,300497,300497,300497,300497,300497,300497,300497,300497,300497,300497,300497,300497,300497,300497",,"富祥股份,富祥股份,富祥股份,富祥股份,富祥股份,富祥股份,富祥股份,富祥股份,富祥股份,富祥股份,富祥股份,富祥股份,富祥股份,富祥股份,富祥股份,富祥股份,富祥股份,富祥股份,富祥股份"
002733,更多光伏概念 ;新能源汽车 ;动力电池回收 ;能源互联网 ;固态电池 ;锂电池 ;储能 ;燃料电池 ;年报预增 ;氢能源,雄韬股份
"002733,002733,002733,002733,002733,002733,002733,002733,002733,002733,002733,002733,002733,002733,002733,002733,002733",,"雄韬股份,雄韬股份,雄韬股份,雄韬股份,雄韬股份,雄韬股份,雄韬股份,雄韬股份,雄韬股份,雄韬股份,雄韬股份,雄韬股份,雄韬股份,雄韬股份,雄韬股份,雄韬股份,雄韬股份"
"300769,300769,300769,300769,300769,300769,300769,300769,300769,300769,300769",,"德方纳米,德方纳米,德方纳米,德方纳米,德方纳米,德方纳米,德方纳米,德方纳米,德方纳米,德方纳米,德方纳米"
000723,更多动力煤 ;稀缺煤 ;焦炭 ;机器人概念 ;焦煤 ;深股通 ;工业机器人 ;超级电容 ;粗苯 ;LNG加气站 ;新能源整车 ;新能源汽车 ;石墨电极 ;天然气 ;燃料电池 ;年报预增 ;氢能源,美锦能源
"000723,000723,000723,000723,000723,000723,000723,000723,000723,000723,000723,000723,000723,000723,000723,000723,000723,000723,000723,000723,000723,000723,000723,000723,000723,000723,000723,000723,000723,000723,000723,000723,000723",,"美锦能源,美锦能源,美锦能源,美锦能源,美锦能源,美锦能源,美锦能源,美锦能源,美锦能源,美锦能源,美锦能源,美锦能源,美锦能源,美锦能源,美锦能源,美锦能源,美锦能源,美锦能源,美锦能源,美锦能源,美锦能源,美锦能源,美锦能源,美锦能源,美锦能源,美锦能源,美锦能源,美锦能源,美锦能源,美锦能源,美锦能源,美锦能源,美锦能源"
"300322,300322,300322,300322,300322,300322,300322,300322,300322",,"硕贝德,硕贝德,硕贝德,硕贝德,硕贝德,硕贝德,硕贝德,硕贝德,硕贝德"
300768,新股与次新股 ;态势感知,迪普科技
"300768,300768,300768,300768,300768,300768,300768,300768,300768,300768,300768",,"迪普科技,迪普科技,迪普科技,迪普科技,迪普科技,迪普科技,迪普科技,迪普科技,迪普科技,迪普科技,迪普科技"
300743,新股与次新股,天地数码
"300743,300743,300743,300743,300743,300743,300743,300743,300743,300743,300743,300743,300743",,"天地数码,天地数码,天地数码,天地数码,天地数码,天地数码,天地数码,天地数码,天地数码,天地数码,天地数码,天地数码,天地数码"
300739,人民币贬值受益 ;高送转,明阳电路
"300739,300739,300739,300739,300739,300739,300739,300739",,"明阳电路,明阳电路,明阳电路,明阳电路,明阳电路,明阳电路,明阳电路,明阳电路"
300735,更多5G ;汽车电子 ;深股通 ;华为概念 ;年报预增 ;透明工厂,光弘科技
"300735,300735,300735,300735",,"光弘科技,光弘科技,光弘科技,光弘科技"
300638,更多移动互联网 ;物联网感知层 ;阿里巴巴概念 ;5G ;物联网 ;移动支付 ;年报预增 ;边缘计算,广和通
"300638,300638,300638,300638,300638",,"广和通,广和通,广和通,广和通,广和通"
"002792,002792",,"通宇通讯,通宇通讯"
603501,更多芯片概念 ;传感器 ;芯片设计 ;集成电路概念 ;超清视频,韦尔股份
"603501,603501,603501,603501,603501,603501,603501",,"韦尔股份,韦尔股份,韦尔股份,韦尔股份,韦尔股份,韦尔股份,韦尔股份"
603083,更多宽带中国 ;物联网 ;智能家居 ;5G ;工业互联网 ;新基建 ;边缘计算,剑桥科技
603083,,剑桥科技
601997,更多MSCI概念 ;融资融券 ;沪股通 ;转融券标的 ;优先股概念 ;证金持股,贵阳银行
"601997,601997",,"贵阳银行,贵阳银行"
600599,更多众筹概念 ;春节概念 ;P2P概念 ;互联网+ ;互联网金融,熊猫金控
"600599,600599,600599,600599,600599,600599",,"熊猫金控,熊猫金控,熊猫金控,熊猫金控,熊猫金控,熊猫金控"
600081,更多纳米 ;汽车电子 ;电机电控 ;新能源汽车 ;华为概念 ;华为汽车,东风科技
"600081,600081,600081,600081,600081,600081,600081,600081,600081,600081,600081,600081,600081",,"东风科技,东风科技,东风科技,东风科技,东风科技,东风科技,东风科技,东风科技,东风科技,东风科技,东风科技,东风科技,东风科技"
300573,眼科医疗 ;医保目录,兴齐眼药
"300573,300573,300573,300573,300573,300573,300573,300573,300573,300573,300573,300573,300573,300573",,"兴齐眼药,兴齐眼药,兴齐眼药,兴齐眼药,兴齐眼药,兴齐眼药,兴齐眼药,兴齐眼药,兴齐眼药,兴齐眼药,兴齐眼药,兴齐眼药,兴齐眼药,兴齐眼药"
300538,更多国资驰援 ;小米概念 ;华为概念 ;年报预增 ;高送转 ;5G,同益股份
"300538,300538,300538,300538,300538",,"同益股份,同益股份,同益股份,同益股份,同益股份"
300362,PPP概念 ;污水处理 ;节能环保 ;固废处理,天翔环境
"300362,300362,300362,300362,300362,300362",,"天翔环境,天翔环境,天翔环境,天翔环境,天翔环境,天翔环境"
300229,更多超级计算机 ;依法治国概念 ;大数据 ;虚拟机器人 ;云计算 ;电子信息 ;SNS概念 ;智慧党建 ;移动互联网 ;腾讯概念 ;人工智能 ;网络安全 ;大数据反恐 ;反恐 ;搜索引擎 ;知识产权保护 ;互联网金融 ;融媒体,拓尔思
"300229,300229,300229,300229,300229,300229,300229,300229,300229,300229",,"拓尔思,拓尔思,拓尔思,拓尔思,拓尔思,拓尔思,拓尔思,拓尔思,拓尔思,拓尔思"
"300136,300136,300136,300136,300136,300136,300136,300136,300136",,"信维通信,信维通信,信维通信,信维通信,信维通信,信维通信,信维通信,信维通信,信维通信"
002219,更多藏药 ;抗癌 ;兰新白试验区 ;单抗 ;中医药 ;民营医院 ;股权转让,恒康医疗
"002219,002219,002219,002219,002219",,"恒康医疗,恒康医疗,恒康医疗,恒康医疗,恒康医疗"
"000070,000070,000070",,"特发信息,特发信息,特发信息"
000063,更多智能穿戴 ;移动互联网 ;智能手表 ;IPV6 ;网络安全 ;京东概念 ;三网融合 ;电子信息 ;虚拟现实 ;国家科技大会 ;TMT ;融资融券 ;深股通 ;虚拟运营商 ;云计算 ;5G主设备 ;光纤 ;宽带中国 ;转融券标的 ;人工智能 ;VR设备 ;芯片概念 ;物联网平台层 ;智能终端 ;MSCI概念 ;白马爆雷 ;5G ;物联网 ;智慧城市 ;光通信设备 ;边缘计算 ;网络切片 ;科创板IPO,中兴通讯
"000063,000063,000063,000063,000063,000063,000063,000063,000063",,"中兴通讯,中兴通讯,中兴通讯,中兴通讯,中兴通讯,中兴通讯,中兴通讯,中兴通讯,中兴通讯"
"300590,300590,300590,300590,300590,300590,300590,300590,300590",,"移为通信,移为通信,移为通信,移为通信,移为通信,移为通信,移为通信,移为通信,移为通信"
300560,军工 ;5G ;数字中国,中富通
"300560,300560,300560",,"中富通,中富通,中富通"
300698,更多智能医疗 ;物联网应用层 ;光通信设备 ;物联网 ;互联网医疗 ;5G,万马科技
"300698,300698,300698,300698,300698,300698,300698,300698,300698,300698,300698,300698,300698,300698,300698,300698",,"万马科技,万马科技,万马科技,万马科技,万马科技,万马科技,万马科技,万马科技,万马科技,万马科技,万马科技,万马科技,万马科技,万马科技,万马科技,万马科技"
002796,更多通信基站 ;电梯概念 ;5G ;年报预增 ;送转填权,世嘉科技
"002796,002796,002796,002796,002796,002796,002796,002796,002796,002796,002796,002796,002796",,"世嘉科技,世嘉科技,世嘉科技,世嘉科技,世嘉科技,世嘉科技,世嘉科技,世嘉科技,世嘉科技,世嘉科技,世嘉科技,世嘉科技,世嘉科技"
300394,更多量子通信 ;光纤 ;宽带中国 ;5G ;光通信设备 ;养老金持股,天孚通信
"300394,300394",,"天孚通信,天孚通信"
603598,更多影视娱乐 ;数字营销 ;今日头条概念 ;文化传媒 ;网易概念 ;短视频 ;独角兽概念 ;养老金持股 ;知识产权保护,引力传媒
"603598,603598,603598,603598,603598,603598,603598,603598,603598,603598,603598,603598,603598,603598,603598,603598,603598",,"引力传媒,引力传媒,引力传媒,引力传媒,引力传媒,引力传媒,引力传媒,引力传媒,引力传媒,引力传媒,引力传媒,引力传媒,引力传媒,引力传媒,引力传媒,引力传媒,引力传媒"
"000800,000800,000800,000800,000800,000800,000800,000800,000800,000800,000800,000800,000800",,"一汽轿车,一汽轿车,一汽轿车,一汽轿车,一汽轿车,一汽轿车,一汽轿车,一汽轿车,一汽轿车,一汽轿车,一汽轿车,一汽轿车,一汽轿车"
300113,更多云服务 ;腾讯概念 ;腾讯平台 ;互联网金融 ;电子信息 ;融资融券 ;深股通 ;广告营销 ;转融券标的 ;虚拟现实 ;VR平台 ;文化传媒 ;网络直播 ;白马股 ;互联网平台 ;电子竞技 ;互联网+ ;手机游戏 ;云计算 ;网络安全 ;边缘计算,顺网科技
"300113,300113,300113,300113,300113,300113,300113,300113,300113,300113,300113,300113,300113,300113",,"顺网科技,顺网科技,顺网科技,顺网科技,顺网科技,顺网科技,顺网科技,顺网科技,顺网科技,顺网科技,顺网科技,顺网科技,顺网科技,顺网科技"
603068,新股与次新股,博通集成
"603068,603068,603068,603068,603068,603068,603068,603068,603068,603068",,"博通集成,博通集成,博通集成,博通集成,博通集成,博通集成,博通集成,博通集成,博通集成,博通集成"
300435,更多节能环保 ;天然气 ;煤化工 ;燃料电池 ;氢能源 ;一带一路,中泰股份
"300435,300435,300435,300435,300435,300435,300435,300435,300435,300435",,"中泰股份,中泰股份,中泰股份,中泰股份,中泰股份,中泰股份,中泰股份,中泰股份,中泰股份,中泰股份"
002742,更多职业教育 ;生物医药 ;工程建材 ;维生素 ;一带一路 ;中非合作,三圣股份
"002742,002742,002742,002742,002742,002742,002742,002742,002742,002742,002742,002742,002742,002742,002742,002742,002742,002742,002742,002742,002742,002742,002742,002742,002742,002742,002742,002742",,"三圣股份,三圣股份,三圣股份,三圣股份,三圣股份,三圣股份,三圣股份,三圣股份,三圣股份,三圣股份,三圣股份,三圣股份,三圣股份,三圣股份,三圣股份,三圣股份,三圣股份,三圣股份,三圣股份,三圣股份,三圣股份,三圣股份,三圣股份,三圣股份,三圣股份,三圣股份,三圣股份,三圣股份"
300711,专网通信 ;军民融合 ;5G,广哈通信
"300711,300711,300711,300711,300711,300711,300711",,"广哈通信,广哈通信,广哈通信,广哈通信,广哈通信,广哈通信,广哈通信"
603042,军工 ;光纤光缆 ;光通信设备 ;5G,华脉科技
"603042,603042",,"华脉科技,华脉科技"
002761,更多人工智能 ;智能家居 ;新零售 ;股权转让 ;小猪佩奇 ;柔性屏 ;高送转,多喜爱
"002761,002761,002761,002761,002761,002761,002761,002761,002761,002761,002761,002761,002761,002761,002761,002761,002761,002761",,"多喜爱,多喜爱,多喜爱,多喜爱,多喜爱,多喜爱,多喜爱,多喜爱,多喜爱,多喜爱,多喜爱,多喜爱,多喜爱,多喜爱,多喜爱,多喜爱,多喜爱,多喜爱"
300252,更多雷达 ;光纤 ;基站射频 ;军民融合 ;光纤光缆 ;国产航母 ;军工 ;5G,金信诺
"300252,300252,300252,300252,300252,300252,300252,300252,300252,300252,300252,300252,300252,300252,300252",,"金信诺,金信诺,金信诺,金信诺,金信诺,金信诺,金信诺,金信诺,金信诺,金信诺,金信诺,金信诺,金信诺,金信诺,金信诺"
002783,更多参股新三板 ;生态农业 ;军工 ;军民融合 ;地方国资改革 ;氢能源 ;燃料电池,凯龙股份
"002783,002783,002783,002783,002783,002783,002783,002783,002783,002783,002783,002783,002783,002783,002783,002783,002783,002783,002783,002783",,"凯龙股份,凯龙股份,凯龙股份,凯龙股份,凯龙股份,凯龙股份,凯龙股份,凯龙股份,凯龙股份,凯龙股份,凯龙股份,凯龙股份,凯龙股份,凯龙股份,凯龙股份,凯龙股份,凯龙股份,凯龙股份,凯龙股份,凯龙股份"
603300,融资租赁 ;京津冀一体化 ;金改 ;养老金持股,华铁科技
"603300,603300,603300,603300,603300,603300,603300,603300,603300,603300",,"华铁科技,华铁科技,华铁科技,华铁科技,华铁科技,华铁科技,华铁科技,华铁科技,华铁科技,华铁科技"
000626,SDR概念 ;外贸 ;舟山新区 ;人民币贬值受益,远大控股
"000626,000626,000626,000626,000626,000626",,"远大控股,远大控股,远大控股,远大控股,远大控股,远大控股"
600459,更多PM2.5 ;废气处理 ;固废处理 ;稀缺资源 ;再生金属 ;铂矿 ;尾气治理 ;钌催化剂 ;稀有金属 ;军工 ;融资融券 ;沪股通 ;节能环保 ;转融券标的 ;新材料概念 ;地方国资改革 ;小金属概念 ;云南国资改革,贵研铂业
"600459,600459,600459,600459,600459,600459,600459,600459,600459",,"贵研铂业,贵研铂业,贵研铂业,贵研铂业,贵研铂业,贵研铂业,贵研铂业,贵研铂业,贵研铂业"
002115,更多量子计算 ;创投 ;王者荣耀 ;量子通信 ;TMT ;电子信息 ;节能环保 ;通信基站 ;5G ;广告营销 ;文化传媒 ;移动互联网 ;年报预增,三维通信
"002115,002115,002115,002115,002115,002115,002115,002115,002115,002115,002115",,"三维通信,三维通信,三维通信,三维通信,三维通信,三维通信,三维通信,三维通信,三维通信,三维通信,三维通信"
300194,更多抗艾滋病 ;抗肿瘤 ;仿制药 ;抗癌 ;医保目录 ;商誉减值 ;工业大麻,福安药业
"300194,300194,300194,300194,300194,300194,300194,300194,300194,300194,300194,300194,300194,300194,300194,300194,300194,300194,300194,300194,300194,300194,300194,300194,300194,300194,300194,300194",,"福安药业,福安药业,福安药业,福安药业,福安药业,福安药业,福安药业,福安药业,福安药业,福安药业,福安药业,福安药业,福安药业,福安药业,福安药业,福安药业,福安药业,福安药业,福安药业,福安药业,福安药业,福安药业,福安药业,福安药业,福安药业,福安药业,福安药业,福安药业"
002198,诺贝尔 ;抗癌 ;中医药 ;工业大麻,嘉应制药
"002198,002198,002198,002198,002198,002198,002198,002198,002198,002198",,"嘉应制药,嘉应制药,嘉应制药,嘉应制药,嘉应制药,嘉应制药,嘉应制药,嘉应制药,嘉应制药,嘉应制药"
600731,食品安全 ;蜱虫 ;湖南国资改革 ;地方国资改革,湖南海利
"600731,600731,600731",,"湖南海利,湖南海利,湖南海利"
600917,更多重庆自贸区 ;沪股通 ;LNG加气站 ;重庆国资改革 ;地方国资改革 ;天然气 ;机构重仓 ;燃料电池,重庆燃气
"600917,600917",,"重庆燃气,重庆燃气"
600963,更多林场改革 ;园林开发 ;造纸转暖 ;诚通系 ;PPP概念 ;国改双百行动 ;雄安新区 ;人民币升值 ;纸浆 ;央企国资改革 ;工业大麻,岳阳林纸
"600963,600963,600963,600963,600963,600963,600963,600963,600963,600963,600963,600963,600963",,"岳阳林纸,岳阳林纸,岳阳林纸,岳阳林纸,岳阳林纸,岳阳林纸,岳阳林纸,岳阳林纸,岳阳林纸,岳阳林纸,岳阳林纸,岳阳林纸,岳阳林纸"
"002676,002676,002676,002676,002676,002676",,"顺威股份,顺威股份,顺威股份,顺威股份,顺威股份,顺威股份"
000627,更多线型 ;MSCI概念 ;甲醇 ;融资融券 ;深股通 ;转融券标的 ;互联网保险 ;科创板预期,天茂集团
"000627,000627,000627,000627,000627,000627,000627,000627,000627,000627,000627,000627,000627,000627,000627,000627,000627,000627",,"天茂集团,天茂集团,天茂集团,天茂集团,天茂集团,天茂集团,天茂集团,天茂集团,天茂集团,天茂集团,天茂集团,天茂集团,天茂集团,天茂集团,天茂集团,天茂集团,天茂集团,天茂集团"
002089,更多云服务 ;军民融合 ;IPV6 ;宽带中国 ;碳纳米管 ;光纤 ;量子通信 ;锂电制造 ;光纤光缆 ;锂电原料 ;新能源物流车 ;节能照明 ;新能源汽车 ;锂电池 ;5G ;创投 ;边缘计算,新海宜
"002089,002089,002089,002089,002089,002089,002089,002089,002089,002089,002089,002089,002089",,"新海宜,新海宜,新海宜,新海宜,新海宜,新海宜,新海宜,新海宜,新海宜,新海宜,新海宜,新海宜,新海宜"
002210,更多物流骨干网 ;电子商务 ;上海自贸区 ;节能环保 ;深股通 ;西气东输 ;固废处理 ;垃圾发电 ;国资驰援 ;粤港澳大湾区,飞马国际
"002210,002210,002210,002210,002210,002210,002210,002210,002210,002210,002210,002210,002210,002210,002210,002210,002210,002210,002210,002210,002210,002210",,"飞马国际,飞马国际,飞马国际,飞马国际,飞马国际,飞马国际,飞马国际,飞马国际,飞马国际,飞马国际,飞马国际,飞马国际,飞马国际,飞马国际,飞马国际,飞马国际,飞马国际,飞马国际,飞马国际,飞马国际,飞马国际,飞马国际"
000416,更多青岛自贸区 ;金改 ;医保目录 ;壳资源 ;期货概念,民生控股
"000416,000416,000416,000416,000416,000416",,"民生控股,民生控股,民生控股,民生控股,民生控股,民生控股"
300310,更多移动互联网 ;健康中国 ;智能医疗 ;通信基站 ;5G ;工业互联网 ;物联网平台层 ;物联网 ;电信业整合 ;联通混改 ;华为概念 ;互联网医疗 ;边缘计算,宜通世纪
"300310,300310,300310,300310,300310,300310,300310,300310,300310,300310,300310,300310,300310,300310,300310,300310,300310,300310,300310,300310,300310,300310,300310,300310,300310,300310,300310,300310,300310,300310,300310",,"宜通世纪,宜通世纪,宜通世纪,宜通世纪,宜通世纪,宜通世纪,宜通世纪,宜通世纪,宜通世纪,宜通世纪,宜通世纪,宜通世纪,宜通世纪,宜通世纪,宜通世纪,宜通世纪,宜通世纪,宜通世纪,宜通世纪,宜通世纪,宜通世纪,宜通世纪,宜通世纪,宜通世纪,宜通世纪,宜通世纪,宜通世纪,宜通世纪,宜通世纪,宜通世纪,宜通世纪"
603559,5G,中通国脉
603559,,中通国脉
600568,更多抗癌 ;眼科医疗 ;细胞免疫治疗 ;铀矿 ;涉矿 ;互联网医疗 ;PPP概念 ;融资融券 ;转融券标的 ;医保目录 ;无人机 ;商誉减值,中珠医疗
"600568,600568,600568,600568,600568,600568,600568,600568,600568,600568",,"中珠医疗,中珠医疗,中珠医疗,中珠医疗,中珠医疗,中珠医疗,中珠医疗,中珠医疗,中珠医疗,中珠医疗"
300632,节能照明 ;富士康概念 ;白马股 ;年报预增,光莆股份
"300632,300632,300632,300632,300632",,"光莆股份,光莆股份,光莆股份,光莆股份,光莆股份"
600203,更多超导 ;福建物联网 ;指纹技术 ;节能照明 ;元器件 ;物联网 ;国改双百行动 ;新基建 ;超清视频 ;工业大麻 ;透明工厂,福日电子
"600203,600203,600203,600203,600203,600203",,"福日电子,福日电子,福日电子,福日电子,福日电子,福日电子"
"600460,600460,600460,600460",,"士兰微,士兰微,士兰微,士兰微"
603318,更多负极材料 ;锂电池 ;天然气 ;股权转让 ;国资驰援,派思股份
"603318,603318,603318,603318,603318,603318,603318,603318,603318,603318,603318,603318,603318,603318,603318,603318,603318",,"派思股份,派思股份,派思股份,派思股份,派思股份,派思股份,派思股份,派思股份,派思股份,派思股份,派思股份,派思股份,派思股份,派思股份,派思股份,派思股份,派思股份"
002552,更多航天军工 ;船舶升级概念 ;小额贷款 ;军工 ;新材料概念 ;摘帽,宝鼎科技
"002552,002552,002552,002552,002552,002552,002552,002552,002552,002552,002552,002552",,"宝鼎科技,宝鼎科技,宝鼎科技,宝鼎科技,宝鼎科技,宝鼎科技,宝鼎科技,宝鼎科技,宝鼎科技,宝鼎科技,宝鼎科技,宝鼎科技"
000878,更多再生金属 ;稀缺资源 ;国家科技大会 ;铜 ;融资融券 ;深股通 ;转融券标的 ;铜冶炼 ;期货概念,云南铜业
"000878,000878,000878,000878,000878",,"云南铜业,云南铜业,云南铜业,云南铜业,云南铜业"
002592,文化传媒 ;燃料电池,八菱科技
"002592,002592,002592,002592,002592,002592,002592,002592,002592",,"八菱科技,八菱科技,八菱科技,八菱科技,八菱科技,八菱科技,八菱科技,八菱科技,八菱科技"
002617,更多智能电网 ;锂电池 ;工业用地 ;新能源汽车 ;蓝宝石 ;深股通 ;光伏概念 ;电力物联网,露笑科技
